time,volt,curr,res,rj,smrj,smcurr,rate,pow
97231,0.6,0.0017416760000000002,344.495789,0.09198000000003503,0.04952936598541113,0.0017419866941116762,4.29914529820064e-06,1.5029773490269363e-07
97322,0.6,0.00174162,344.50683599999996,0.10302699999999732,0.04839850157327583,0.0017422545685275843,4.312516628509178e-06,1.469112791064029e-07
97410,0.6,0.00174149,344.532562,0.12875300000001744,0.047281877067722175,0.0017425134482811665,4.3255131647463845e-06,1.435644748330272e-07
97499,0.6,0.00174168,344.494995,0.09118600000005017,0.04613358126131347,0.001742775092981269,4.338723412102292e-06,1.4011991282987488e-07
97595,0.6,0.0017417970000000002,344.471863,0.06805400000001782,0.04488372379040448,0.001743057109373966,4.353047102524837e-06,1.3636788792294707e-07
97687,0.6005,0.0017434820000000002,344.42572,0.021911000000045533,0.043749987494501645,0.0017433271788721652,4.366846462666527e-06,1.3296450929442303e-07
97776,0.6005,0.001743639,344.394714,-0.00909499999994523,0.042646258249326524,0.0017435882830675379,4.3802633589299495e-06,1.2964889400466997e-07
97872,0.6005,0.0017437120000000001,344.38027999999997,-0.02352899999999636,0.04145112398484075,0.0017438698040634756,4.394809951544871e-06,1.2605626261653355e-07
97961,0.6005,0.001743663,344.38998399999997,-0.01382499999999709,0.04035587091177142,0.0017441307675689322,4.4083648624216155e-06,1.227622418896872e-07
98050,0.6005,0.001743699,344.382874,-0.020934999999951742,0.03927050904866752,0.0017443924399027316,4.421986169517743e-06,1.1949642772371537e-07
98147,0.601,0.001745595,344.295227,-0.10858199999995577,0.03811025268505283,0.001744679037065833,4.436907480520888e-06,1.1600398650326723e-07
98245,0.601,0.0017456239999999999,344.28949,-0.11431899999996631,0.03696964205000216,0.0017449691756047218,4.452062712374451e-06,1.1256950723009344e-07
98335,0.601,0.001745356,344.342346,-0.06146299999994653,0.035952912138921274,0.0017452358108529054,4.466051696724565e-06,1.0950710680824058e-07
98424,0.601,0.001745837,344.247498,-0.15631099999995968,0.03497665266614066,0.0017454996763605077,4.479952017147085e-06,1.0656578527027125e-07
98513,0.601,0.001745523,344.309418,-0.09439099999997325,0.03403162683788599,0.0017457639857179335,4.493918733788986e-06,1.0371791324766462e-07
98613,0.6015,0.0017461229999999998,344.477448,0.07363900000001422,0.03301412594893532,0.0017460616588431336,4.509690886596219e-06,1.006511996668013e-07
98707,0.6015,0.001745976,344.506439,0.1026300000000333,0.03211126088695446,0.0017463418669668444,4.5245931400706865e-06,9.79300307525235e-08
98796,0.6015,0.0017461179999999998,344.478424,0.07461500000005117,0.031310876977496856,0.0017466073391015264,4.538770981769725e-06,9.551812597834662e-08
98892,0.6015,0.0017463370000000001,344.435211,0.03140200000001414,0.030510253535766967,0.0017468944530988088,4.554138369461266e-06,9.310631712540425e-08
98981,0.6015,0.001746199,344.462463,0.058654000000046835,0.02983713524658246,0.0017471609096513117,4.568454225773627e-06,9.107998106342964e-08
99073,0.602,0.001748175,344.3591,-0.04470899999995481,0.029202920834254038,0.001747436651946406,4.583322430092298e-06,8.917213656411067e-08
99169,0.602,0.0017478729999999998,344.41861,0.014801000000034037,0.028606799673596507,0.001747725231548888,4.598912719976216e-06,8.738071356947305e-08
99268,0.602,0.0017478620000000002,344.420776,0.01696700000002238,0.028055635091129193,0.0017480233734414729,4.615071116595447e-06,8.572639778439268e-08
99357,0.602,0.0017478679999999999,344.419586,0.01577700000001414,0.027628470759236797,0.0017482916806171324,4.6296674782840736e-06,8.444707844744214e-08
99447,0.602,0.0017478320000000002,344.42669700000005,0.022888000000079955,0.0272470025457002,0.0017485632715603784,4.6444953634845575e-06,8.330698863707768e-08
99545,0.6025,0.001748881,344.506012,0.10220300000003135,0.02689078079017529,0.0017488596625641795,4.660718500697203e-06,8.224572516381494e-08
99638,0.6025,0.00174882,344.518036,0.11422700000002806,0.02661635808268881,0.0017491412157288797,4.676188374248659e-06,8.143261427421031e-08
99731,0.6025,0.0017490829999999998,344.466217,0.062408000000004904,0.026412002288293643,0.0017494230846409426,4.691730746335834e-06,8.083343458439865e-08
99820,0.6025,0.0017490670000000002,344.46939100000003,0.06558200000006309,0.026265938960356196,0.0017496929955467316,4.706672517570237e-06,8.041121738089578e-08
99916,0.6025,0.001749214,344.44043,0.036621000000025106,0.02614889304006275,0.0017499845863698594,4.72286391914262e-06,8.007957426862396e-08
100007,0.603,0.001750974,344.379761,-0.024047999999993408,0.026121182376184347,0.001750261185945949,4.738283339371972e-06,8.002000150905076e-08
100097,0.603,0.0017509829999999998,344.377991,-0.025817999999958374,0.026126617070799742,0.0017505349702164725,4.753601589278156e-06,8.00616916235478e-08
100186,0.603,0.001751277,344.32016,-0.08364899999997988,0.026186460992419416,0.001750806031561749,4.768816405639457e-06,8.026992870146096e-08
100281,0.603,0.001751085,344.35791,-0.04589899999996305,0.026293203360029084,0.0017510956475141751,4.78513020128296e-06,8.06237951437474e-08
100370,0.603,0.0017510079999999999,344.373077,-0.030731999999943582,0.02646423632107917,0.0017513671225891129,4.800482286232646e-06,8.117340268907596e-08
100462,0.6035,0.00175184,344.494904,0.09109500000005255,0.026713049823145762,0.0017516479322126064,4.816421648243832e-06,8.19628621610463e-08
100558,0.6035,0.001751977,344.46795699999996,0.06414799999998877,0.02700378508883275,0.001751941189195489,4.833129667893853e-06,8.288266168611276e-08
100647,0.6035,0.001752145,344.434937,0.031128000000023803,0.027352347527021374,0.0017522131743133178,4.848688401751054e-06,8.397857257249037e-08
100736,0.6035,0.001752017,344.46011400000003,0.056305000000065775,0.027788892117039228,0.0017524852534298808,4.864313531827638e-06,8.534537228415975e-08
100825,0.6035,0.001752013,344.460876,0.05706700000001774,0.028244573679725455,0.0017527575063024214,4.8800050581236035e-06,8.677181772616548e-08
100922,0.604,0.0017539489999999999,344.365753,-0.038055999999983214,0.028792162637456965,0.0017530543879063928,4.897182675445673e-06,8.848406520427246e-08
101012,0.604,0.001753899,344.37557999999996,-0.028229000000010274,0.029364181513865457,0.0017533299880166061,4.913191207976038e-06,9.027036980429699e-08
101101,0.604,0.001753808,344.393433,-0.010375999999951091,0.029992734048495735,0.0017536026085859593,4.929088637154582e-06,9.223131957707192e-08
101190,0.604,0.0017539029999999998,344.374786,-0.029022999999995136,0.030652952933300604,0.0017538753897016373,4.9450524625525095e-06,9.429090120749052e-08
101286,0.604,0.001753843,344.386566,-0.017242999999950825,0.03140753093684117,0.0017541697885304556,4.96234630457094e-06,9.66444792490464e-08
101384,0.6045,0.001754972,344.449951,0.04614200000003166,0.032225596186564065,0.0017544703996532234,4.980080117133856e-06,9.919574686197194e-08
101477,0.6045,0.0017549310000000002,344.458038,0.05422900000002073,0.033047412684612455,0.0017547558358885992,4.996983590762612e-06,1.0175853706162744e-07
101566,0.6045,0.001754857,344.472534,0.06872500000002901,0.03385952585764022,0.0017550291028824566,5.013227921536805e-06,1.0429164494675834e-07
101662,0.6045,0.001755012,344.442139,0.038330000000030395,0.034758775912496674,0.0017553240413283441,5.030824331152108e-06,1.0709743654216898e-07
101751,0.6045,0.001754977,344.448975,0.045166000000051554,0.035612776126271346,0.0017555974750540393,5.047206676539623e-06,1.0976293838738623e-07
101847,0.605,0.0017566160000000001,344.412201,0.008392000000014832,0.036544403981799686,0.0017558926602780028,5.064951955850197e-06,1.1267220929391275e-07
101940,0.605,0.001756843,344.36773700000003,-0.03607199999993327,0.03745471669661393,0.0017561786869505274,5.0822163630492545e-06,1.1551647315361494e-07
102031,0.605,0.0017567670000000002,344.382599,-0.021209999999939555,0.03835016069345089,0.001756458584384318,5.0991796693120224e-06,1.1831587395738901e-07
102120,0.605,0.0017567829999999998,344.379486,-0.02432299999998122,0.0392294496870031,0.00175673251545638,5.115837297901246e-06,1.2106636287773995e-07
102210,0.605,0.001756612,344.413025,0.009216000000037639,0.040120998625663755,0.0017570096443325607,5.13274961030458e-06,1.2385684839813894e-07
102306,0.6055,0.001757624,344.499146,0.09533700000002909,0.04107459484382462,0.001757305510763536,5.150864247399631e-06,1.268433870119523e-07
102395,0.6055,0.0017574420000000001,344.534821,0.1310120000000552,0.04196112614492361,0.001757579811843653,5.167727032846496e-06,1.2962156067762833e-07
102484,0.6055,0.001757609,344.502106,0.09829700000005914,0.042849927229396546,0.0017578542995642361,5.184656214512744e-06,1.3240849212964407e-07
102573,0.6055,0.001757665,344.49111899999997,0.08731000000000222,0.043740166385534116,0.0017581288890458073,5.201651792398374e-06,1.3520160621290443e-07
102677,0.6055,0.001757656,344.492889,0.08908000000002403,0.04478145711008974,0.0017584499299910172,5.221595918312666e-06,1.384708104758241e-07
102768,0.606,0.00175944,344.42776499999997,0.023955999999998312,0.045694465894022276,0.0017587309906238627,5.239121400468037e-06,1.4133913793508357e-07
102857,0.606,0.0017593829999999998,344.43893399999996,0.035124999999993634,0.04658854676408413,0.0017590060122383527,5.25632884943574e-06,1.4414972275894107e-07
102946,0.606,0.0017592929999999999,344.456543,0.05273400000004358,0.04748312014323421,0.001759281145074425,5.273602694622826e-06,1.4696358766141463e-07
103042,0.606,0.001759586,344.3992,-0.004608999999959451,0.0484480056211942,0.0017595780539103126,5.292309591694734e-06,1.5000059342605347e-07
103130,0.606,0.001759566,344.403107,-0.0007019999999897664,0.04933311597456164,0.0017598502891179456,5.3095254437996624e-06,1.5278826346936163e-07
103222,0.6065,0.001760499,344.504608,0.10079900000005182,0.05025849949474049,0.00176013511392116,5.327593240102671e-06,1.5570463194515882e-07
103311,0.6065,0.001760297,344.544159,0.1403500000000122,0.05115306074992634,0.001760410631414507,5.345139384391718e-06,1.5852566739330298e-07
103406,0.6065,0.001760356,344.532593,0.12878400000005286,0.052106877344225415,0.0017607050337273135,5.363941676137872e-06,1.6153560377532477e-07
103495,0.6065,0.0017603120000000002,344.541199,0.13739000000003898,0.05299992912034637,0.0017609808832194627,5.381625089015305e-06,1.6435562476480307e-07
103584,0.6065,0.001760297,344.544159,0.1403500000000122,0.053891180245948446,0.0017612567331360177,5.399374898112119e-06,1.6717180349288255e-07
103675,0.607,0.00176248,344.401062,-0.0027469999999425454,0.05480070980590229,0.0017615389161045293,5.417592230382266e-06,1.700476630831511e-07
103768,0.607,0.001762299,344.43643199999997,0.03262300000000096,0.05572815814108791,0.0017618275718608262,5.436281662563e-06,1.7298223098306934e-07
103858,0.607,0.001762269,344.44232200000005,0.038513000000079955,0.056623067336517854,0.001762107008090832,5.454437238097097e-06,1.7581581927748823e-07
103947,0.607,0.0017621529999999998,344.464966,0.06115700000003699,0.05750549956313803,0.0017623834399404157,5.472457854245997e-06,1.7861181650688255e-07
104050,0.607,0.0017622229999999998,344.451294,0.047485000000051514,0.058524045796730345,0.0017627035412911157,5.4933960582674884e-06,1.818414540737912e-07
104142,0.6075,0.001763332,344.518188,0.1143790000000422,0.05942957845373645,0.0017629895163763778,5.5121733326677726e-06,1.8471497660986874e-07
104231,0.6075,0.001763106,344.56234700000005,0.15853800000007823,0.060301213114153276,0.0017632663084498354,5.530405819898746e-06,1.8748298859622217e-07
104320,0.6075,0.001763302,344.524048,0.12023900000002641,0.061169396464759364,0.0017635431104431219,5.548704703349104e-06,1.9024197973180417e-07
104416,0.6075,0.001763073,344.568787,0.16497800000001916,0.06210233278495318,0.001763842016510878,5.5685172596712806e-06,1.932089683543403e-07
104505,0.6075,0.0017633929999999998,344.506256,0.10244700000004059,0.06296149721568417,0.0017641191039884823,5.586954157734961e-06,1.9594349628328177e-07
104597,0.608,0.00176503,344.470062,0.06625300000001744,0.06384321864471038,0.0017644056326183261,5.606082315324658e-06,1.9875206282326342e-07
104686,0.608,0.001765013,344.473389,0.0695800000000304,0.06469157270730569,0.0017646828432056592,5.624654243901912e-06,2.0145638477181313e-07
104782,0.608,0.0017652129999999999,344.434357,0.030548000000010234,0.06560286665818514,0.0017649822160505186,5.644761320810405e-06,2.0436357193241828e-07
104871,0.608,0.0017652429999999999,344.428497,0.024688000000026022,0.06643477152198889,0.0017652597628713177,5.6634712640009826e-06,2.0702018382052104e-07
104960,0.608,0.0017652570000000001,344.425751,0.02194200000002411,0.06726489041271942,0.0017655373076292157,5.6822476034109435e-06,2.0967286869925712e-07
105059,0.6085,0.001766449,344.47641,0.07260100000002012,0.06818369278561821,0.0017658463519046857,5.70321164958677e-06,2.126113003146933e-07
105148,0.6085,0.00176613,344.538635,0.1348260000000323,0.0689999503466384,0.0017661241613449777,5.722128241684862e-06,2.152242692982735e-07
105237,0.6085,0.001766311,344.50332599999996,0.09951699999999164,0.06980531897407594,0.001766402106501594,5.741111230002337e-06,2.1780490898675198e-07
105326,0.6085,0.001766147,344.535309,0.13150000000001683,0.07060662621835724,0.0017666800602075506,5.760160614539193e-06,2.2037446699784656e-07
105415,0.6085,0.001766151,344.534515,0.13070600000003196,0.0714001670931216,0.0017669581498554858,5.779276395295433e-06,2.2292139646683053e-07
105512,0.609,0.001767904,344.47573900000003,0.07193000000006577,0.07225924148155723,0.0017672614062191193,5.800186065231509e-06,2.256809935433221e-07
105601,0.609,0.001767815,344.493073,0.08926400000001422,0.07303291784727833,0.0017675396558744342,5.81944060662601e-06,2.2816918158259385e-07
105691,0.609,0.0017679710000000001,344.462677,0.05886800000001813,0.07380921644601579,0.0017678210523891936,5.838979010630182e-06,2.306679191240173e-07
105794,0.609,0.0017679739999999998,344.462097,0.0582880000000614,0.07469816884923079,0.0017681433026432755,5.861422944443375e-06,2.335311813966286e-07
105883,0.609,0.0017678960000000001,344.477295,0.07348600000005945,0.07544596732690738,0.0017684216853692367,5.880887864870073e-06,2.3594332472200053e-07
105975,0.6095,0.0017687929999999998,344.585266,0.18145700000002307,0.07620410522023997,0.0017687094872535516,5.901078697261992e-06,2.3839183616989146e-07
106064,0.6095,0.001768999,344.545135,0.14132600000004913,0.07693271741220732,0.001768987951180538,5.920678648202266e-06,2.4074696596143124e-07
106160,0.6095,0.001768976,344.549622,0.1458130000000324,0.07771473492414664,0.0017692883523129116,5.941894603165251e-06,2.432767508916787e-07
106248,0.6095,0.001768979,344.549011,0.14520200000004024,0.07841347978820096,0.0017695636957205593,5.96141042500367e-06,2.455404947910936e-07
106338,0.6095,0.001769116,344.522339,0.11853000000002112,0.07911265420943127,0.001769845287170691,5.981436930491826e-06,2.4780870757768564e-07
106429,0.61,0.001770936,344.450623,0.04681400000004032,0.07981269509830001,0.0017701300014773855,6.001754985161198e-06,2.5008192404202953e-07
106525,0.61,0.001771107,344.417389,0.013580000000047221,0.08054866001069683,0.0017704303135114604,6.023264656009445e-06,2.524736124283183e-07
106614,0.61,0.001771072,344.424164,0.02035500000005186,0.081202153946616,0.0017707086875844193,6.043274920665002e-06,2.5460198511465657e-07
106704,0.61,0.001771006,344.43701200000004,0.03320300000007137,0.08186148140799071,0.0017709901603943506,6.0635775392028295e-06,2.56750853589896e-07
106800,0.61,0.0017711329999999998,344.412292,0.008483000000012453,0.08255979380806398,0.0017712903179235582,6.085308502841342e-06,2.590288259480379e-07
106891,0.6105,0.001771934,344.538818,0.13500900000002503,0.08319981895115125,0.0017715747658636051,6.10597896627921e-06,2.6112073074924294e-07
106980,0.6105,0.0017718739999999999,344.550476,0.1466670000000363,0.08380310551417142,0.0017718528621305089,6.126262276061665e-06,2.6309671259584475e-07
107070,0.6105,0.00177202,344.52209500000004,0.11828600000006873,0.0844121001962431,0.0017721340370750545,6.146841007649166e-06,2.650927435991204e-07
107165,0.6105,0.001772247,344.47796600000004,0.07415700000007064,0.08504846957909287,0.0017724305947007728,6.168636661587276e-06,2.6718063578540507e-07
107254,0.6105,0.0017720820000000001,344.51004,0.1062310000000366,0.08562143315598819,0.0017727084305965252,6.189124382202436e-06,2.690649409895075e-07
107346,0.611,0.001773855,344.44754,0.0437310000000366,0.08619380314408306,0.0017729954265854754,6.2103724911936615e-06,2.7095132197235026e-07
107435,0.611,0.001773698,344.478027,0.07421800000003032,0.08674163828484054,0.0017732729335111534,6.230995242322396e-06,2.7275881240337185e-07
107530,0.611,0.001773654,344.486572,0.08276300000005676,0.0873213476762233,0.0017735688540988317,6.253081552605296e-06,2.746733578318356e-07
107619,0.611,0.001773609,344.495331,0.0915220000000545,0.08784180744498574,0.0017738460112160528,6.273841572322416e-06,2.7639685352446097e-07
107709,0.611,0.0017736579999999998,344.48580899999996,0.08199999999999363,0.08834809948384764,0.0017741261959828432,6.294902370135983e-06,2.780777422119857e-07
107800,0.6115,0.001774845,344.537109,0.13330000000001974,0.08885248929963116,0.0017744091598630796,6.316266209267713e-06,2.7975453857720017e-07
107893,0.6115,0.0017748689999999999,344.53244,0.12863100000004124,0.0893566246066623,0.001774698087897164,6.338171302306988e-06,2.8143345219145123e-07
107983,0.6115,0.001774768,344.552063,0.14825400000000855,0.08982904486880353,0.0017749775374338477,6.359438807704187e-06,2.8301047137753604e-07
108071,0.6115,0.001775021,344.50296000000003,0.09915100000006305,0.09027619582617702,0.0017752507901608733,6.380299352064784e-06,2.845068185077776e-07
108160,0.6115,0.001774879,344.530487,0.1266780000000267,0.0907136708979593,0.001775526734219614,6.401462971272755e-06,2.859744106222978e-07
108257,0.612,0.001776745,344.450104,0.046295000000043274,0.09117717488604822,0.0017758272478903064,6.424604555027013e-06,2.875329117672274e-07
108347,0.612,0.00177678,344.44329799999997,0.039489000000003216,0.09159489022697963,0.0017761057781663639,6.446146664659405e-06,2.889408199042645e-07
108436,0.612,0.00177674,344.45108,0.04727100000002338,0.09199208738147313,0.0017763810731414535,6.467516186749955e-06,2.902837654624958e-07
108539,0.612,0.001776547,344.488464,0.08465500000005477,0.09244910624262051,0.001776698971803382,6.492330090906164e-06,2.9183032511835814e-07
108629,0.612,0.001776706,344.457672,0.0538630000000353,0.09282604119238266,0.0017769767749845331,6.514084943380108e-06,2.9311182025874627e-07
108720,0.6125,0.001777804,344.526184,0.12237500000003365,0.09319315799363494,0.001777257276167415,6.536150548890663e-06,2.9436395581588627e-07
108809,0.6125,0.001777723,344.54187,0.13806100000005017,0.0935351245251383,0.0017775315712660058,6.557798338282669e-06,2.9553530861920023e-07
108905,0.6125,0.001777502,344.584717,0.18090800000004492,0.09390440822206081,0.0017778267242123038,6.58122319764303e-06,2.968006451040652e-07
108994,0.6125,0.001777506,344.583954,0.18014500000003864,0.09422809841158593,0.0017781002498783879,6.603009001648357e-06,2.9791537204579346e-07
109084,0.6125,0.00177741,344.60253900000004,0.19873000000006869,0.09453786172858368,0.0017783765796683308,6.625107109416292e-06,2.989876403696115e-07
109175,0.613,0.0017793420000000002,344.509369,0.10556000000002541,0.0948477175686533,0.0017786556968406278,6.64751978416855e-06,3.0006176520113035e-07
109269,0.613,0.001779444,344.489594,0.08578500000004396,0.09516222865102215,0.0017789434685955051,6.670744222429887e-06,3.011541823797497e-07
109358,0.613,0.001779296,344.51828,0.11447100000003729,0.0954447538619832,0.0017792157246083067,6.692801579512239e-06,3.02140733143896e-07
109447,0.613,0.001779099,344.556427,0.15261800000001813,0.09571385264490005,0.0017794881418086897,6.714925332813975e-06,3.0308538456360316e-07
109536,0.613,0.00177914,344.548492,0.1446830000000432,0.09598246107123438,0.0017797598376930604,6.737115482335092e-06,3.0402877231954434e-07
109633,0.6135,0.0017811779999999998,344.434967,0.031158000000004904,0.09627043023236338,0.0017800551362355892,6.761375868790191e-06,3.0504212788215546e-07
109723,0.6135,0.001781187,344.433228,0.029419000000018514,0.09652715894418461,0.0017803289647935045,6.783956042784192e-06,3.0594970521611304e-07
109812,0.6135,0.001781177,344.435181,0.03137200000003304,0.09677101877692863,0.0017805996799049627,6.806352095187888e-06,3.0681592331504837e-07
109915,0.6135,0.0017812470000000001,344.421631,0.017822000000023763,0.09705810447574312,0.001780911616906475,6.832354006335713e-06,3.0783396700049796e-07
110004,0.6135,0.0017812020000000002,344.430328,0.02651900000000751,0.09729601477637805,0.001781181318176276,6.85489329552729e-06,3.0868200667590906e-07
110096,0.614,0.001782115,344.534454,0.13064500000001544,0.09753913974091534,0.0017814594222437404,6.87826212709189e-06,3.0954998691804233e-07
110185,0.614,0.00178215,344.527679,0.1238700000000108,0.09777092257350897,0.0017817284524383136,6.900936446797041e-06,3.1037929608389887e-07
110281,0.614,0.001782125,344.532532,0.12872300000003634,0.09802188932436656,0.0017820175235367536,6.925468574809783e-06,3.112769839527721e-07
110370,0.614,0.001782145,344.528656,0.12484700000004523,0.09825351583194968,0.0017822853412246742,6.948280909128256e-06,3.121063251232019e-07
110459,0.614,0.0017820689999999998,344.543365,0.13955600000002732,0.0984878833955939,0.0017825531794067324,6.971159639666112e-06,3.129448395251215e-07
110551,0.6145,0.001784085,344.434296,0.030487000000050557,0.09873106658015131,0.0017828289488088548,6.994879354420126e-06,3.138146277666633e-07
