time,volt,curr,res,rj,smrj,rate,power
7356,0.9075,0.003009429,301.552216,0.0,-0.01226353585543178,4.115334401803932e-07,-1.1111044748026783e-07
7453,0.9075,0.0030095540000000002,301.539673,-0.012542999999993754,-0.012139031759716179,4.147148001639232e-07,-1.0999653050539424e-07
7544,0.9075,0.0030094979999999998,301.545319,-0.006896999999980835,-0.012022204661594444,4.1770238257285315e-07,-1.0895149100241087e-07
7637,0.9075,0.003009483,301.54681400000004,-0.005401999999946838,-0.01190278485357475,4.2075863441584647e-07,-1.07883457945966e-07
7735,0.9075,0.0030095390000000003,301.541168,-0.011047999999959757,-0.011776916230746347,4.2398249149038035e-07,-1.0675797465134424e-07
7830,0.9075,0.0030095079999999997,301.544312,-0.007903999999996358,-0.011654872057388932,4.2711088234772385e-07,-1.0566691549745007e-07
7918,0.908,0.003011616,301.49926800000003,-0.05294799999995803,-0.011541795188836627,4.300115912707796e-07,-1.046562236598205e-07
8020,0.908,0.0030117140000000004,301.489441,-0.06277499999998781,-0.011410698649685722,4.333771836090528e-07,-1.034847073560739e-07
8109,0.908,0.003011632,301.49765,-0.0545659999999657,-0.011296284543466716,4.3631681632108036e-07,-1.0246247274926757e-07
8197,0.908,0.003011712,301.48962400000005,-0.06259199999993825,-0.011183132699946523,4.3922615770615494e-07,-1.0145169652682944e-07
8286,0.908,0.003011758,301.485046,-0.06716999999997597,-0.011068671975172958,4.42171329159392e-07,-1.0042940585208231e-07
8394,0.9085,0.0030128409999999996,301.542633,-0.009582999999963704,-0.010929745397996243,4.457489853917969e-07,-9.91888340903603e-08
8482,0.9085,0.003012779,301.548859,-0.003356999999994059,-0.010816522075900033,4.486671448832348e-07,-9.817796522847681e-08
8570,0.9085,0.0030128359999999996,301.543152,-0.009063999999966654,-0.010703278657016091,4.51588027158392e-07,-9.716706631777371e-08
8659,0.9085,0.0030128309999999997,301.54364,-0.008576000000005024,-0.010588729640774692,4.5454487064818993e-07,-9.614464858243346e-08
8755,0.9085,0.0030127340000000004,301.55334500000004,0.0011290000000485634,-0.010465153119136388,4.577373970622438e-07,-9.504177971729976e-08
8846,0.909,0.003014942,301.498352,-0.05386399999997593,-0.010347999728920611,4.6076663764015854e-07,-9.399631631868553e-08
8935,0.909,0.0030150209999999997,301.490417,-0.06179900000000771,-0.010233412956981405,4.63732117811165e-07,-9.297379578102818e-08
9024,0.909,0.003015085,301.484039,-0.0681769999999915,-0.010118822255440474,4.6670038299893796e-07,-9.195124037002447e-08
9120,0.909,0.003014996,301.49295,-0.05926599999997961,-0.009995219287586246,4.699052294467625e-07,-9.084821898924637e-08
9209,0.909,0.0030150090000000004,301.49163799999997,-0.06057800000002089,-0.009880634152656565,4.7287928371433097e-07,-8.982558773591734e-08
9300,0.9095,0.00301619,301.539337,-0.012878999999998086,-0.009763483974417645,4.7592305025900387e-07,-8.877993642852017e-08
9389,0.9095,0.0030161909999999997,301.539246,-0.012969999999995707,-0.009648922756916747,4.789027371447519e-07,-8.7757226505047e-08
9485,0.9095,0.003016173,301.541046,-0.011169999999992797,-0.0095253711701458,4.821199036263473e-07,-8.665403287564359e-08
9582,0.9095,0.0030161790000000003,301.540436,-0.011779999999987467,-0.009400557217956315,4.853738734025172e-07,-8.553929754655682e-08
9672,0.9095,0.003016055,301.552826,0.0006099999999946704,-0.009284774656290436,4.883959793242605e-07,-8.450496033450773e-08
9770,0.91,0.0030183590000000004,301.488342,-0.06387399999999843,-0.009158727894820518,4.916899558147449e-07,-8.337862905710018e-08
9859,0.91,0.0030182909999999998,301.495117,-0.057098999999993794,-0.009044282525201638,4.946843500924058e-07,-8.2355686873228e-08
9948,0.91,0.003018307,301.49352999999996,-0.058686000000022887,-0.008929862322568838,4.976815293868332e-07,-8.133269592717888e-08
10040,0.91,0.0030183109999999997,301.493134,-0.05908199999998942,-0.008811612489867933,5.007826646112203e-07,-8.027516908159336e-08
10132,0.91,0.003018245,301.499725,-0.052490999999974974,-0.008693391162320747,5.038867757707054e-07,-7.921758637688582e-08
10223,0.9105,0.003019372,301.552795,0.0005790000000160944,-0.008576483733172042,5.06960074181717e-07,-7.817144225983194e-08
10313,0.9105,0.003019366,301.553406,0.00119000000000824,-0.008460890100326262,5.100024638576909e-07,-7.713673674494103e-08
10415,0.9105,0.003019377,301.552307,9.099999999762076e-05,-0.008329920057223241,5.134539483492135e-07,-7.596399908647738e-08
10506,0.9105,0.0030193390000000002,301.55609100000004,0.003875000000050477,-0.00821310760027711,5.16536301492808e-07,-7.491766709243829e-08
10595,0.9105,0.003019332,301.556793,0.004577000000040243,-0.008098893841907083,5.195537269203582e-07,-7.389426946330204e-08
10686,0.911,0.003021411,301.514771,-0.03744499999999107,-0.007982146557704815,5.226418392578216e-07,-7.284780933227356e-08
10782,0.911,0.00302149,301.506866,-0.0453499999999849,-0.007859021973669179,5.259027840511996e-07,-7.174377900692022e-08
10871,0.911,0.003021568,301.499084,-0.053132000000005064,-0.007744910599201333,5.289288461599582e-07,-7.072018340600709e-08
10969,0.911,0.00302142,301.513855,-0.03836100000000897,-0.007619300540579812,5.32264136252273e-07,-6.95930018864956e-08
11065,0.911,0.003021416,301.514252,-0.03796399999998812,-0.007496296659408117,5.35534633291013e-07,-6.84887454115713e-08
11155,0.9115,0.0030225259999999998,301.568939,0.016723000000013144,-0.0073810202089131015,5.386036671496111e-07,-6.74534329185534e-08
11245,0.9115,0.003022543,301.567261,0.01504499999998643,-0.00726578345062933,5.41675548961221e-07,-6.641804859413528e-08
11333,0.9115,0.003022625,301.559052,0.0068360000000211585,-0.007153147153728319,5.446819204570163e-07,-6.540559958227836e-08
11429,0.9115,0.0030225779999999997,301.56375099999997,0.011534999999980755,-0.007030317433546414,5.479647037760099e-07,-6.430101889352084e-08
11518,0.9115,0.0030225609999999996,301.56543,0.013214000000004944,-0.006916488647544777,5.510110120178915e-07,-6.327688200887747e-08
11610,0.912,0.0030247620000000003,301.511322,-0.040893999999980224,-0.006798869664822717,5.541629322216692e-07,-6.22181001657888e-08
11699,0.912,0.003024695,301.51800499999996,-0.034211000000027525,-0.006685132903145896,5.572149043740533e-07,-6.119369020436078e-08
11793,0.912,0.00302475,301.512543,-0.03967299999999341,-0.0065650582880276715,5.604413597403019e-07,-6.011151697635211e-08
11882,0.912,0.003024641,301.523376,-0.02884000000000242,-0.006451421554409342,5.634990583878351e-07,-5.908554644698937e-08
11971,0.912,0.0030246659999999996,301.52087400000005,-0.03134199999993825,-0.006337836258480218,5.665595420521349e-07,-5.8056675241534324e-08
12062,0.9125,0.00302581,301.572144,0.019927999999993062,-0.006221753724644181,5.696916802271734e-07,-5.700379721262144e-08
12155,0.9125,0.003025767,301.57644700000003,0.024231000000042968,-0.006103179950529163,5.728956648860801e-07,-5.592723230622917e-08
12244,0.9125,0.0030258159999999997,301.571533,0.019317000000000917,-0.005989765271195423,5.759646913546186e-07,-5.489691386348618e-08
12333,0.9125,0.003025825,301.570679,0.01846299999999701,-0.005876410845703106,5.790365028399237e-07,-5.386530096433287e-08
12422,0.9125,0.0030257590000000003,301.57724,0.025024000000030355,-0.005763119197858692,5.821110993419954e-07,-5.2833354474016725e-08
12520,0.913,0.003028054,301.513763,-0.03845300000000407,-0.005638446930372617,5.854998317999804e-07,-5.169705460999705e-08
12608,0.913,0.0030279940000000004,301.519745,-0.032470999999986816,-0.0055265671138881225,5.885456527189801e-07,-5.0675490324945456e-08
12697,0.913,0.003027975,301.521637,-0.03057899999998881,-0.0054134872042195985,5.916288546099368e-07,-4.964147714504306e-08
