time,volt,curr,res,rj,smrj,rate,power
13014,0.1635,0.00030340040000000003,538.891846,0.0,-0.033698305708226614,-0.0001601202789662552,-3.0281118780485907e-09
13111,0.1635,0.00030377830000000004,538.221436,-0.6704099999999471,-0.028344051689478348,-0.00015325331328621466,-2.562918487957678e-09
13201,0.1635,0.0003034604,538.7852780000001,-0.10656799999992472,-0.02340845250836456,-0.0001469751717086914,-2.131711555016614e-09
13290,0.1635,0.0003034706,538.767212,-0.12463400000001457,-0.018561393217731374,-0.00014085507498585355,-1.7056663116721287e-09
13379,0.1635,0.00030373819999999997,538.29248,-0.5993660000000318,-0.013749900627206237,-0.00013482277276154198,-1.2799464947757707e-09
13477,0.164,0.0003042772,538.9822389999999,0.0903929999999491,-0.008494028217813088,-0.00012828202298115467,-8.114844209224246e-10
13572,0.164,0.0003044387,538.696289,-0.19555700000000797,-0.003442283989918221,-0.00012204311064582414,-3.575882342118347e-10
13661,0.164,0.0003043026,538.9372559999999,0.045409999999947104,0.0012499638194272444,-0.00011628898874268604,6.752226216179405e-11
13770,0.164,0.0003044287,538.71405,-0.1777959999999439,0.006941016016838011,-0.00010936141064033224,5.881253722369899e-10
13859,0.164,0.0003043483,538.8563230000001,-0.035522999999898275,0.011540233658055605,-0.00010380260683503934,1.0132664642129565e-09
13950,0.1645,0.000305417,538.607849,-0.2839969999999994,0.01619727404933681,-9.820966212147587e-05,1.4480608926443156e-09
14039,0.1645,0.0003054626,538.527466,-0.36437999999998283,0.020707262952558304,-9.282842022331495e-05,1.8731440664476192e-09
14135,0.1645,0.00030528099999999997,538.847839,-0.044006999999965046,0.02552275868460606,-8.712235840902728e-05,2.3300863765777038e-09
14224,0.1645,0.000305427,538.59021,-0.30163600000003044,0.02994243943315179,-8.192361069319645e-05,2.7531463393919875e-09
14313,0.1645,0.00030552279999999997,538.421387,-0.4704590000000053,0.03432140698344433,-7.681265747589202e-05,3.1770237486055065e-09
14404,0.165,0.0003058154,539.541199,0.6493530000000192,0.03876004639226197,-7.167762740847405e-05,3.6121080337308914e-09
14496,0.165,0.0003055279,540.0488889999999,1.1570429999999305,0.04321221855089999,-6.65794715686943e-05,4.0545215302392965e-09
14585,0.165,0.0003057146,539.719055,0.8272090000000389,0.04749115168380759,-6.173683412216707e-05,4.4846311480337015e-09
14674,0.165,0.0003055733,539.9686280000001,1.0767820000000938,0.05174963363964187,-5.698199117416622e-05,4.91944340822821e-09
14771,0.165,0.0003060019,539.212341,0.3204950000000508,0.05637838430514533,-5.189973325232743e-05,5.398320860050427e-09
14862,0.1655,0.000306884,539.291687,0.39984100000003764,0.06072238836872495,-4.72266523213294e-05,5.851404551789472e-09
14957,0.1655,0.0003069999,539.088135,0.19628899999997884,0.06527768637233619,-4.244608629878858e-05,6.3304389912317345e-09
15046,0.1655,0.0003068086,539.424255,0.5324090000000297,0.06958634201748364,-3.805820462552716e-05,6.78400917114916e-09
15142,0.1655,0.0003066978,539.619141,0.7272950000000264,0.07431009632243996,-3.342363249202997e-05,7.275046974793056e-09
15231,0.1655,0.0003066777,539.65448,0.7626340000000482,0.0787989911871509,-2.9218245001098663e-05,7.731525611395293e-09
15322,0.166,0.0003082206,538.575256,-0.31659000000001924,0.08355154280364252,-2.5009130451657713e-05,8.197165868889248e-09
15412,0.166,0.0003083362,538.373352,-0.5184940000000324,0.08848664949202868,-2.0936547170026754e-05,8.654456341686568e-09
15507,0.166,0.0003082456,538.531616,-0.3602300000000014,0.09406209886561236,-1.673510784209559e-05,9.131496487468388e-09
15596,0.166,0.0003083063,538.425537,-0.46630900000002384,0.09977314225488464,-1.288977644062635e-05,9.566322260343987e-09
15685,0.166,0.0003083315,538.381531,-0.5103149999999914,0.10615089779990182,-9.132239537683496e-06,9.979954360336838e-09
15783,0.1665,0.0003089014,539.006958,0.11511200000006738,0.11424562291651333,-5.096287526893155e-06,1.0415716712112149e-08
15872,0.1665,0.0003090274,538.7871700000001,-0.10467599999992672,0.12288156872165308,-1.5232177163596286e-06,1.077708203419165e-08
15962,0.1665,0.0003087599,539.253967,0.3621210000000019,0.1330696243298539,2.0007192230095818e-06,1.1106842794014231e-08
16051,0.1665,0.0003086439,539.456604,0.5647579999999834,0.14439990075556236,5.397213581450741e-06,1.1382284065842444e-08
16154,0.1665,0.00030853310000000003,539.6503299999999,0.7584839999999531,0.15327456325029643,9.218391688053577e-06,1.1671317934015147e-08
16247,0.167,0.0003099501,538.796387,-0.09545900000000529,0.15937529770414638,1.2567564199403753e-05,1.1873947422469078e-08
16343,0.167,0.00030987450000000003,538.9278559999999,0.03600999999991927,0.1636087302949506,1.5924222622246157e-05,1.20242992844224e-08
16432,0.167,0.0003100158,538.68219,-0.2096559999999954,0.16623729550323266,1.8944877610591275e-05,1.2120371589593727e-08
16526,0.167,0.0003094612,539.647583,0.7557370000000674,0.16711732742466648,2.2039900859003077e-05,1.2162958884261752e-08
16615,0.167,0.0003094407,539.683411,0.7915649999999914,0.16618305278265655,2.4880034575097314e-05,1.215803249048501e-08
16708,0.1675,0.00031019209999999997,539.987976,1.0961300000000165,0.16320738882507363,2.7754012851461864e-05,1.208588155625899e-08
16811,0.1675,0.0003104843,539.479797,0.5879509999999755,0.15802535838996287,3.082514153125268e-05,1.1937604418278445e-08
16902,0.1675,0.0003102827,539.830322,0.938476000000037,0.15210756315998672,3.34406324223018e-05,1.1756357528123948e-08
16992,0.1675,0.00031067110000000003,539.155396,0.2635500000000093,0.14540912866224145,3.593710439343536e-05,1.15059762451606e-08
17081,0.1675,0.0003107266,539.059082,0.1672360000000026,0.1382374183321634,3.8317550061065706e-05,1.1203882440595716e-08
17179,0.168,0.0003119269,538.587708,-0.30413799999996627,0.1298082242175796,4.083715441948943e-05,1.0804557349611268e-08
17268,0.168,0.0003116189,539.120056,0.22820999999999003,0.12186604161762042,4.303313299471044e-05,1.0415635989734854e-08
17357,0.168,0.0003114827,539.355774,0.4639280000000099,0.11372368497190424,4.514131707140507e-05,9.97637784001641e-09
17446,0.168,0.00031168959999999996,538.997742,0.10589600000002974,0.10543399115847324,4.7161706649573334e-05,9.508350084400271e-09
17541,0.168,0.0003116946,538.989136,0.09729000000004362,0.09644938670046985,4.922143016507542e-05,8.985518458389307e-09
17632,0.1685,0.000312431,539.319153,0.4273070000000416,0.0877989725790869,5.110062658104476e-05,8.462362039661002e-09
17728,0.1685,0.0003122644,539.6068730000001,0.7150270000000774,0.07868169951304788,5.298358767727859e-05,7.893066659199895e-09
17828,0.1685,0.000312335,539.484863,0.5930170000000317,0.06928872195847134,5.4836384593852196e-05,7.291180539172985e-09
17917,0.1685,0.00031234009999999996,539.476074,0.5842280000000528,0.0611257840634555,5.6392153848358456e-05,6.752768987048902e-09
18006,0.1685,0.0003123602,539.4413450000001,0.5494990000000826,0.05330869720369939,5.7860128604338284e-05,6.222412541890029e-09
18105,0.169,0.0003137115,538.711548,-0.1802979999999934,0.04501077081844037,5.938989883179089e-05,5.642003256099468e-09
18194,0.169,0.0003137369,538.667908,-0.22393799999997555,0.038127241158376395,6.067242004032177e-05,5.140662316420979e-09
18290,0.169,0.0003141603,537.941895,-0.9499509999999418,0.031151730722642327,6.195738987478376e-05,4.6273023106165375e-09
18379,0.169,0.0003139838,538.244324,-0.6475219999999808,0.025829262359717782,6.305741690098454e-05,4.185416483678651e-09
18474,0.169,0.0003139937,538.227356,-0.6644900000000007,0.020308626403961486,6.413473095090338e-05,3.757730632571956e-09
18565,0.1695,0.0003149268,538.220337,-0.6715090000000146,0.01577526979773904,6.507288251036671e-05,3.3862036782562925e-09
18655,0.1695,0.0003147201,538.573792,-0.318053999999961,0.012032249987718126,6.591044745026152e-05,3.05415101798121e-09
18743,0.1695,0.0003147251,538.565247,-0.3265989999999874,0.009250193666150137,6.664259179244968e-05,2.7721148916009464e-09
18839,0.1695,0.0003142158,539.438171,0.5463250000000244,0.006303756939574367,6.734340290322356e-05,2.514483938729844e-09
18928,0.1695,0.0003146245,538.7374269999999,-0.15441900000007536,0.004403449113761628,6.790186611267175e-05,2.3199007722803237e-09
19019,0.17,0.0003156326,538.600891,-0.2909549999999399,0.0029352171315454533,6.838210302598952e-05,2.1745611289271313e-09
19123,0.17,0.00031518400000000004,539.367493,0.47564699999998084,0.0017451446936053287,6.881855584070845e-05,2.0579468303911353e-09
19214,0.17,0.00031529459999999997,539.178284,0.28643799999997555,0.0017188225140078825,6.910211135314879e-05,1.998978948042367e-09
19303,0.17,0.0003155521,538.7382809999999,-0.15356500000007145,0.0019515269421140778,6.929065392273868e-05,1.9953797782937684e-09
19392,0.17,0.000315658,538.557556,-0.33429000000000997,0.0029701435319901093,6.939140199380223e-05,2.0380751115275007e-09
19490,0.1705,0.0003163891,538.893372,0.0015260000000125729,0.003805967973215269,6.940077753802884e-05,2.1401129794756643e-09
19579,0.1705,0.0003164091,538.8593139999999,-0.03253200000006018,0.0054949636348630305,6.931705851668306e-05,2.2735427110105664e-09
19668,0.1705,0.00031651009999999997,538.6873780000001,-0.20446799999990617,0.007839988439299924,6.91455449968109e-05,2.457031041859629e-09
19757,0.1705,0.00031656560000000003,538.5929570000001,-0.29888899999991736,0.01025531774229761,6.888623697841233e-05,2.6931311198686725e-09
19852,0.1705,0.00031643970000000003,538.807251,-0.08459500000003572,0.01303563478131409,6.851257541892742e-05,2.990982084137292e-09
19943,0.171,0.0003180328,537.68042,-1.2114259999999604,0.016116359324161278,6.806084507885655e-05,3.31851266035324e-09
20038,0.171,0.0003178059,538.06427,-0.8275760000000218,0.020213121987011563,6.749133340083092e-05,3.719239495517055e-09
20136,0.171,0.00031780599999999996,538.064087,-0.8277590000000146,0.02471105702774242,6.679901798271599e-05,4.183797739240344e-09
20225,0.171,0.0003176295,538.363098,-0.5287479999999505,0.0292043544954028,6.607804900577426e-05,4.630874144881723e-09
20314,0.171,0.0003175187,538.550964,-0.34088199999996505,0.03404180269628865,6.526928553030617e-05,5.132637084678936e-09
20405,0.1715,0.0003181992,538.9705809999999,0.07873499999993783,0.03952762459603531,6.435157156354101e-05,5.701749452204056e-09
20501,0.1715,0.0003184059,538.620667,-0.271178999999961,0.04571040031128698,6.328394588238464e-05,6.3275233182353785e-09
20590,0.1715,0.00031828,538.833679,-0.05816700000002584,0.052025975825577074,6.220292081598084e-05,6.953832972713595e-09
20679,0.1715,0.0003182598,538.86792,-0.023925999999960368,0.058343417220527626,6.103410125105065e-05,7.621167640690837e-09
20768,0.1715,0.0003179522,539.389282,0.49743599999999333,0.06522281114574227,5.977748718759411e-05,8.330445479532844e-09
20865,0.172,0.0003190816,539.0471190000001,0.15527300000007926,0.07335747097234638,5.830793241155238e-05,9.133138685147033e-09
20954,0.172,0.0003191323,538.961487,0.06964100000004692,0.08092362897156617,5.68678377107261e-05,9.910052709814782e-09
21043,0.172,0.0003196413,538.10321,-0.7886359999999968,0.08937413655090752,5.533994851137351e-05,1.0718101972254339e-08
21139,0.172,0.0003195303,538.290161,-0.6016849999999749,0.09923459091200315,5.35934644227252e-05,1.1622680229487007e-08
21235,0.172,0.0003194553,538.416504,-0.4753419999999551,0.10940871554013289,5.174483236053584e-05,1.25559565151604e-08
21327,0.1725,0.0003198888,539.2499389999999,0.3580929999999398,0.11981433738642179,4.987737423896031e-05,1.3474265416049432e-08
21416,0.1725,0.0003199241,539.19043,0.2985840000000053,0.13018823158049075,4.798153730982864e-05,1.4386853661882968e-08
21523,0.1725,0.0003197169,539.539795,0.6479490000000396,0.14338452032409582,4.5586048332721106e-05,1.5502355434526455e-08
21612,0.1725,0.0003196362,539.676025,0.7841789999999946,0.1545961690089656,4.349686621582347e-05,1.644324003193133e-08
21701,0.1725,0.0003196969,539.573547,0.6817009999999755,0.16601768393194066,4.131988960039949e-05,1.7395438947359657e-08
21792,0.173,0.00032087209999999997,539.1556400000001,0.26379400000007536,0.17780130358351062,3.900321613098272e-05,1.8374789770258747e-08
21888,0.173,0.0003209474,539.0291139999999,0.1372679999999491,0.19023520329058646,3.64597650404357e-05,1.9408779000171376e-08
21977,0.173,0.00032120959999999997,538.589111,-0.3027349999999842,0.2016451615452558,3.4010526834075966e-05,2.0365194475665655e-08
22066,0.173,0.0003213359,538.377441,-0.5144050000000107,0.2128733952510647,3.147349412918989e-05,2.1313864935570675e-08
22155,0.173,0.0003212299,538.555115,-0.3367309999999861,0.22386946741877692,2.8848666925777427e-05,2.2249888871805327e-08
22253,0.1735,0.0003215722,539.536682,0.6448360000000548,0.23567828088539333,2.5856847223951833e-05,2.3265613640627426e-08
22349,0.1735,0.0003215477,539.57782,0.6859739999999874,0.2465867094759985,2.2822873052129295e-05,2.423704206218141e-08
22438,0.1735,0.000321749,539.240234,0.3483879999999999,0.2563543906565961,1.991887907250379e-05,2.5114789134983527e-08
22534,0.1735,0.0003215981,539.493225,0.6013790000000654,0.266270757049912,1.66880572433364e-05,2.6025626031287462e-08
22623,0.1735,0.00032166869999999996,539.3748780000001,0.48303200000009383,0.27527465055231154,1.3601569081380768e-05,2.6848048079536856e-08
22714,0.174,0.0003230654,538.5905759999999,-0.301270000000045,0.2837598549742099,1.0354945603712604e-05,2.7642483404771478e-08
22810,0.174,0.0003227275,539.154541,0.2626950000000079,0.2921004120507565,6.830448350614597e-06,2.845196750298979e-08
22900,0.174,0.0003226718,539.247559,0.355713000000037,0.29937835780055483,3.4334610670527614e-06,2.916547315976264e-08
22989,0.174,0.000322692,539.213806,0.32195999999999003,0.3063717030725259,-1.4069639404598079e-08,2.982544601460215e-08
23078,0.174,0.000322571,539.4161379999999,0.5242919999999458,0.3127345750100688,-3.5493948443882805e-06,3.043463321101394e-08
23177,0.1745,0.0003230956,540.0878299999999,1.195983999999953,0.31899350821490496,-7.585093112838962e-06,3.1072918480747416e-08
23272,0.1745,0.0003229998,540.2479860000001,1.3561400000000958,0.32460892913607786,-1.1559869755169256e-05,3.161483581746453e-08
23361,0.1745,0.0003231962,539.9197389999999,1.027892999999949,0.3292118396344883,-1.537436173636602e-05,3.2086498206219575e-08
23450,0.1745,0.000323534,539.355957,0.4641110000000026,0.33325946573537846,-1.927664821608916e-05,3.2491002427758153e-08
23546,0.1745,0.0003234029,539.574646,0.6828000000000429,0.3368092232898697,-2.358427993300227e-05,3.287730754642507e-08
23639,0.175,0.00032466849999999997,539.011292,0.11944600000003902,0.3398960704441381,-2.7854707822983393e-05,3.319684411827473e-08
23733,0.175,0.0003246434,539.052979,0.16113300000006348,0.34207049088409924,-3.226846949853052e-05,3.3452684351511255e-08
23833,0.175,0.00032446689999999996,539.346191,0.45434499999998934,0.3440107340730945,-3.707147315828389e-05,3.364985469345201e-08
23922,0.175,0.0003245476,539.212097,0.32025099999998474,0.344710326646636,-4.143936641670868e-05,3.3781195449581804e-08
24011,0.175,0.0003248606,538.6926269999999,-0.19921900000008463,0.3450810388530523,-4.589505417365987e-05,3.384709047862694e-08
24102,0.1755,0.0003253343,539.445129,0.5532829999999649,0.3447721720160433,-5.0541645776548206e-05,3.385083791616422e-08
