volt,curr,res,time,rj,smrj,rate,power
0.4485,0.0009878399,454.020966,527,0.0,-0.006793036269793274,0.0011653519668991528,-7.604378992292736e-09
0.4485,0.0009878203999999999,454.02987699999994,528,0.008910999999955038,-0.005762829250783849,0.0011645802225565558,-6.554799238355651e-09
0.4485,0.0009878244000000001,454.028076,529,0.007110000000011496,-0.004732571792583107,0.0011638101298275393,-5.5050913014012916e-09
0.449,0.0009889085,454.03595,530,0.014984000000026754,-0.003702263498687674,0.0011630416887121022,-4.455253190712276e-09
0.449,0.0009889447,454.01934800000004,531,-0.0016179999999508254,-0.002671903976223922,0.0011622748992102451,-3.405283165157264e-09
0.449,0.0009889236,454.029022,532,0.0080560000000105,-0.0016414930235772044,0.0011615097613219684,-2.355179723486776e-09
0.449,0.0009889239,454.02883899999995,533,0.007872999999960939,-0.0006110311992134944,0.0011607462750472715,-1.304941595967273e-09
0.449,0.0009889694999999999,454.007965,534,-0.013000999999974283,0.0004194807255821213,0.0011599844403861544,-2.5456773644545637e-10
0.4495,0.0009900131,454.03439299999997,535,0.013426999999978761,0.0014500419507681272,0.0011592242573386174,7.959426856630942e-10
0.4495,0.0009899881,454.045868,536,0.024901999999997315,0.0024806516464458764,0.0011584657259046602,1.8465902933141328e-09
0.4495,0.0009900081,454.03668200000004,537,0.015716000000054464,0.0035113089517182384,0.001157708846084283,2.89737550931743e-09
0.4495,0.000989987,454.04632599999997,538,0.025359999999977845,0.0045420129735091455,0.001156953617877486,3.9482985639173734e-09
0.4495,0.0009900284,454.027374,539,0.00640800000002173,0.005572762785348546,0.0011562000412842688,4.9993595024812244e-09
0.45,0.0009910566000000001,454.06085199999995,540,0.039885999999967225,0.006603557276772349,0.0011554481163046316,6.050558193281343e-09
0.45,0.0009910919,454.044647,541,0.0236810000000105,0.0076343946980354654,0.0011546978429385743,7.101894334614048e-09
0.45,0.0009911022,454.03994800000004,542,0.018982000000050903,0.008665273096363337,0.001153949221186097,8.153367459885401e-09
0.45,0.0009910922,454.044525,543,0.023559000000034303,0.00969619046234894,0.0011532022510471998,9.204976944257742e-09
0.45,0.0009910613,454.058655,544,0.037689000000000306,0.01072714472843614,0.0011524569325218822,1.0256722011984498e-08
0.4505,0.0009921259,454.07543899999996,545,0.054472999999973126,0.011758133767356141,0.0011517132656101452,1.1308601743943584e-08
0.4505,0.0009921668,454.056732,546,0.03576600000002372,0.012789155390513623,0.0011509712503119877,1.2360615084111457e-08
0.4505,0.0009921709,454.054871,547,0.03390500000000429,0.013820207346329147,0.0011502308866274105,1.3412760842143624e-08
0.4505,0.0009921560000000001,454.061676,548,0.04070999999999003,0.014851287318521905,0.0011494921745564127,1.4465037699016806e-08
0.4505,0.0009921513,454.063812,549,0.042845999999997275,0.0158823929243458,0.0011487551140989952,1.551744421400485e-08
0.451,0.0009933009,454.04165599999993,550,0.02068999999994503,0.016913521712773452,0.001148019705255158,1.656997883186586e-08
0.451,0.0009932955000000001,454.044159,551,0.023192999999992026,0.017944670966878854,0.0011472859480249004,1.762263988821308e-08
0.451,0.0009932655,454.05783099999996,552,0.0368649999999775,0.018975837087844272,0.0011465538424082228,1.8675425609116123e-08
0.451,0.0009931996000000002,454.087952,553,0.06698599999998578,0.020007016112056148,0.0011458233884051251,1.972833411584646e-08
0.451,0.0009932602,454.06030300000003,554,0.03933700000004592,0.02103820394590912,0.0011450945860156073,2.078136343168296e-08
0.4515,0.0009944253999999999,454.03103600000003,555,0.010070000000041546,0.022069396377375507,0.0011443674352396697,2.183451148888107e-08
0.4515,0.0009944252,454.031158,556,0.010192000000017742,0.023100589071910597,0.001143641936077312,2.2887776132523216e-08
0.4515,0.0009944045,454.04055800000003,557,0.019592000000045573,0.024131777568128527,0.0011429180885285343,2.394115511711057e-08
0.4515,0.0009944004,454.04247999999995,558,0.021513999999967837,0.025162957532952786,0.0011421958925933364,2.4994646109848804e-08
0.4515,0.0009943441000000001,454.068146,559,0.04718000000002576,0.026194125919672736,0.0011414753482717186,2.6048246696331477e-08
0.4515,0.0009943297,454.07473799999997,560,0.053771999999980835,0.027225281339859814,0.0011407564555636811,2.7101954386232557e-08
0.4515,0.0009943603,454.06075999999996,561,0.03979399999997213,0.02825642275928502,0.0011400392144692228,2.8155766619352618e-08
0.4515,0.0009943744999999999,454.05429100000003,562,0.03332500000004757,0.029287549141509946,0.0011393236249883452,2.920968077128579e-08
0.4515,0.0009944555,454.01727300000005,563,-0.0036929999999415486,0.030318659295873907,0.0011386096871210472,3.0263694158536755e-08
0.4515,0.0009943285,454.075287,564,0.05432100000001583,0.03134975140542248,0.0011378974008673293,3.131780404343782e-08
0.4515,0.0009944160000000001,454.03533899999996,565,0.014372999999977765,0.03238082347345496,0.0011371867662271912,3.237200763886287e-08
0.4515,0.0009944458,454.021759,566,0.0007929999999873871,0.033411873477081654,0.0011364777832006334,3.3426302114409516e-08
0.4515,0.0009944297,454.029083,567,0.00811700000002702,0.0344428993691692,0.001135770451787655,3.448068460092929e-08
0.4515,0.0009944553,454.017395,568,-0.003570999999965352,0.035473899080581836,0.001135064771988257,3.553515219517527e-08
0.4515,0.0009944757000000001,454.008087,569,-0.012878999999998086,0.03650487052275133,0.001134360743802439,3.6589701965044316e-08
0.452,0.0009955096,454.038818,570,0.017852000000004864,0.03753581159062158,0.0011336583672302007,3.7644330954545875e-08
0.452,0.0009955441,454.023071,571,0.0021050000000286673,0.03856672016599611,0.0011329576422715428,3.869903618544568e-08
0.452,0.0009954789,454.052795,572,0.031829000000016094,0.03959759412135543,0.0011322585689264645,3.97538146482836e-08
0.452,0.0009955292999999999,454.02981600000004,573,0.008850000000052205,0.04062843132418248,0.0011315611471949662,4.080866330264193e-08
0.452,0.0009954232000000001,454.078217,574,0.057251000000007934,0.04165922964187085,0.001130865377077048,4.18635790818657e-08
0.4525,0.0009965436000000001,454.069458,575,0.048492000000010194,0.042689986947276465,0.0011301712585727098,4.2918558897675816e-08
0.4525,0.0009965434,454.069489,576,0.04852299999998877,0.04372070112499522,0.0011294787916819513,4.397359964285675e-08
0.4525,0.0009965741,454.055542,577,0.03457600000001548,0.044751370028486295,0.001128787976404773,4.502869818029213e-08
0.4525,0.0009965533,454.06500199999994,578,0.04403599999994867,0.04578199133312686,0.0011280988127411746,4.608385134466122e-08
0.4525,0.0009965430000000001,454.06970199999995,579,0.04873599999996259,0.04681256300788648,0.0011274113006911563,4.7139055950539325e-08
0.453,0.0009976074,454.08648700000003,580,0.06552100000004657,0.04784308410684916,0.0011267254402547177,4.819430880507632e-08
0.453,0.0009975715,454.102783,581,0.08181700000000092,0.04887355304517381,0.0011260412314318593,4.9249606721361496e-08
0.453,0.0009976024000000001,454.088745,582,0.06777900000003001,0.04990396806298126,0.0011253586742225807,5.0304946523342505e-08
0.453,0.0009977135,454.038147,583,0.017180999999993674,0.050934327504428265,0.0011246777686268823,5.1360325074936944e-08
0.453,0.0009976825,454.05230700000004,584,0.031341000000054464,0.051964629836053725,0.0011239985146447636,5.241573932789712e-08
0.4535,0.0009987263,454.07833899999997,585,0.05737299999998413,0.05299487366748805,0.001123320912276225,5.347118639019808e-08
0.4535,0.0009986957,454.09225499999997,586,0.07128899999997884,0.054025057670337766,0.0011226449615212666,5.452666362126475e-08
0.4535,0.0009987865,454.05096399999996,587,0.029997999999977765,0.055055180277798564,0.0011219706623798876,5.558216874969557e-08
0.4535,0.0009987624,454.06192000000004,588,0.04095400000005611,0.05608524000322149,0.0011212980148520893,5.663770006432383e-08
0.4535,0.0009987614,454.062408,589,0.04144200000001774,0.05711523557131118,0.0011206270189378703,5.7693256688621674e-08
0.454,0.0009999466,454.024231,590,0.003264999999998963,0.05814516595195444,0.0011199576746372313,5.874883896593309e-08
0.454,0.0009999368,454.028687,591,0.007721000000003642,0.05917503039863713,0.0011192899819501727,5.9804448982825e-08
0.454,0.0009998910000000001,454.0495,592,0.02853400000003603,0.06020482849212766,0.0011186239408766938,6.086009125741692e-08
0.454,0.0009998359,454.074524,593,0.05355800000000954,0.0612345601901851,0.0011179595514167952,6.191577370534795e-08
0.454,0.0009999268,454.033234,594,0.01226800000000594,0.06226422588417904,0.0011172968135704762,6.297150894295699e-08
0.4545,0.00100098,454.05499299999997,595,0.03402699999998049,0.06329382646362085,0.0011166357273377373,6.402731599674341e-08
0.4545,0.001000995,454.048187,596,0.027220999999997275,0.06432336338976125,0.0011159762927185784,6.508322247706134e-08
0.4545,0.0010009139999999999,454.08493,597,0.06396399999999858,0.06535283877955791,0.0011153185097129994,6.613926723454658e-08
0.4545,0.001000965,454.061829,598,0.04086300000000165,0.0663822558186693,0.0011146623783210006,6.719550351104385e-08
0.4545,0.001000965,454.061829,599,0.04086300000000165,0.06741161988212295,0.0011140078985425815,6.82520023401075e-08
0.455,0.001002034,454.07638499999996,600,0.05541899999997213,0.06844093782309278,0.0011133550703777422,6.930885560821215e-08
0.455,0.001002075,454.05783099999996,601,0.0368649999999775,0.06947021783815899,0.0011127038938264834,7.036617761281525e-08
0.455,0.001002079,454.05602999999996,602,0.035063999999977113,0.07049946966031764,0.001112054368888804,7.142410301745709e-08
0.455,0.0010021610000000001,454.01889000000006,603,-0.002075999999931355,0.0715287047797758,0.0011114064955647046,7.248277793357167e-08
0.455,0.001002171,454.01437400000003,604,-0.006591999999955078,0.07255793669616521,0.0011107602738541858,7.354233912151033e-08
0.4555,0.0010031789999999999,454.056549,605,0.035583000000031006,0.0735871812060467,0.0011101157037572465,7.4609612061145e-08
0.4555,0.001003108,454.08871500000004,606,0.06774900000004891,0.07461645672968016,0.0011094727852738872,7.56774008723624e-08
0.4555,0.001003194,454.049774,607,0.028808000000026368,0.07564578468096841,0.0011088315184041078,7.6745695964573e-08
0.4555,0.0010031439999999999,454.07241799999997,608,0.0514519999999834,0.07667518988406609,0.0011081919031479086,7.781448695876746e-08
0.4555,0.001003135,454.07647699999995,609,0.055510999999967225,0.07770470103926776,0.0011075539395052892,7.888376261761257e-08
0.456,0.001004193,454.095978,610,0.07501200000001518,0.07873435123916044,0.00110691762747625,7.995351077135285e-08
0.456,0.001004167,454.10772699999995,611,0.08676099999996723,0.07976417915607187,0.0011062829670607905,8.102371825662722e-08
0.456,0.001004146,454.117249,612,0.0962830000000281,0.08079423169273453,0.001105649958258911,8.209437086235711e-08
0.456,0.001004208,454.089203,613,0.06823700000001054,0.08182456310172999,0.0011050186010706114,8.316545327896827e-08
0.456,0.001004207,454.08966100000004,614,0.06869500000004791,0.08285523515503564,0.001104388895495892,8.423694905196074e-08
0.4565,0.0010052560000000002,454.11319000000003,615,0.09222400000004427,0.08388631789291898,0.0011037608415347525,8.530884054345539e-08
0.4565,0.001005332,454.078857,616,0.05789100000004055,0.08491789032087584,0.0011031344391871929,8.63811088969313e-08
0.4565,0.0010052960000000001,454.09509299999996,617,0.07412699999997585,0.08595004098320165,0.0011025096884532133,8.745373400488075e-08
0.4565,0.001005236,454.122223,618,0.10125700000003235,0.08698286831164022,0.0011018865893328135,8.852669447901395e-08
0.4565,0.001005322,454.08337400000005,619,0.06240800000006175,0.08801648061036425,0.001101265141825994,8.959996763083056e-08
0.457,0.001006376,454.10461399999997,620,0.0836479999999824,0.08905099549552539,0.0011006453459327544,9.06735294788692e-08
0.457,0.001006362,454.11093099999994,621,0.08996499999994967,0.09008653892789004,0.0011000272016530946,9.174735474649767e-08
