volt,curr,res,time,rj,smrj,rate,power
0.701,0.001656122,423.27798499999994,3400,0.0,0.013494544422616734,0.006427865530841029,3.464129818403517e-08
0.701,0.001656249,423.24551399999996,3401,-0.032470999999986816,0.018391673494808084,0.006437298778052057,4.829282351581566e-08
0.701,0.0016560470000000001,423.29715,3402,0.01916500000004362,0.02328916083879895,0.006446719006043609,6.194619079352355e-08
0.701,0.00165595,423.32196,3403,0.04397500000004584,0.028187039179409693,0.006456126214815686,7.560146760831572e-08
0.701,0.001655956,423.320404,3404,0.042419000000052165,0.03308534479304303,0.006465520404368285,8.925871281625463e-08
0.7015,0.00165711,423.327332,3405,0.04934700000006842,0.037984095263489656,0.006474901574701409,1.0291797767501058e-07
0.7015,0.001657146,423.318146,3406,0.040161000000068725,0.04288328502611991,0.0064842697258150565,1.1657930678105463e-07
0.7015,0.001657141,423.31942699999996,3407,0.04144200000001774,0.04778289008243474,0.006493624857709227,1.3024273852448978e-07
0.7015,0.001657145,423.31842,3408,0.04043500000005906,0.05268288988418381,0.006502966970383923,1.439083058842357e-07
0.7015,0.001657155,423.31585700000005,3409,0.03787200000010671,0.05758327772201542,0.006512296063839142,1.575760373706595e-07
0.702,0.001658397,423.30032300000005,3410,0.02233800000010433,0.062484062256799755,0.006521612138074884,1.712459579815394e-07
0.702,0.001658184,423.35473600000006,3411,0.07675100000011525,0.06738526035699695,0.006530915193091152,1.8491808993856684e-07
0.702,0.001658154,423.362396,3412,0.08441100000004553,0.07228688818005834,0.006540205228887942,1.9859245275025028e-07
0.702,0.0016581089999999998,423.373871,3413,0.09588600000006409,0.07718894716192401,0.0065494822454652555,2.1226906406718313e-07
0.702,0.0016582110000000001,423.34783899999996,3414,0.06985400000002073,0.08209142062504807,0.006558746242823093,2.2594794071393612e-07
0.7025,0.001659329,423.363922,3415,0.0859370000000581,0.08699428229432332,0.006567997220961455,2.3962909972612735e-07
0.7025,0.001659348,423.35907000000003,3416,0.0810850000000869,0.09189751529808604,0.006577235179880341,2.53312559063031e-07
0.7025,0.001659343,423.360352,3417,0.08236700000003339,0.0968011107629358,0.006586460119579751,2.6699833753364325e-07
0.7025,0.001659308,423.36929299999997,3418,0.09130800000002637,0.10170507522640024,0.006595672040059684,2.8068645551293135e-07
0.7025,0.0016592879999999999,423.37439000000006,3419,0.09640500000011798,0.10660943344129561,0.006604870941320141,2.943769360255586e-07
0.703,0.0016604279999999998,423.384827,3420,0.10684200000002875,0.11151423022866766,0.0066140568233611224,3.080698059815415e-07
0.703,0.001660309,423.415161,3421,0.1371760000000677,0.11641953111049748,0.006623229686182628,3.2176509717430043e-07
0.703,0.0016603179999999998,423.412872,3422,0.13488700000004883,0.1213254163877237,0.006632389529784654,3.35462846195753e-07
0.703,0.0016603479999999999,423.405212,3423,0.1272270000000617,0.12623196713254095,0.006641536354167208,3.4916309556626555e-07
0.703,0.001660389,423.394775,3424,0.11679000000003725,0.13113925749792404,0.006650670159330285,3.6286589538678045e-07
0.7035,0.001661307,423.461761,3425,0.18377600000007988,0.13604736608612922,0.006659790945273884,3.765713054272017e-07
0.7035,0.0016613,423.46353099999993,3426,0.185545999999988,0.14095639043092686,0.006668898711998008,3.902793976551974e-07
0.7035,0.001661255,423.47500599999995,3427,0.19702100000000655,0.14586643976698657,0.006677993459502656,4.039902588472605e-07
0.7035,0.001661396,423.43905599999994,3428,0.16107099999999264,0.1507776327096698,0.006687075187787827,4.177039970440463e-07
0.7035,0.001661331,423.45562699999994,3429,0.17764199999999164,0.1556900945368387,0.006696143896853523,4.314207538672811e-07
0.704,0.001662455,423.47009299999996,3430,0.19210800000001882,0.1606039458181145,0.006705199586699743,4.4514072698530294e-07
0.704,0.00166241,423.481567,3431,0.2035820000000399,0.16551930880141721,0.006714242257326484,4.5886421168160826e-07
0.704,0.00166249,423.461212,3432,0.18322700000004488,0.17043631279761434,0.006723271908733753,4.725916748923653e-07
