volt,curr,res,time,rj,smrj,rate,power
1.205,0.002783641,432.88629199999997,192,0.0,0.03077521748259936,-0.004099279300933456,2.3798673945334948e-07
1.205,0.002783485,432.91055300000005,193,0.024261000000080912,0.03646698012839322,-0.003742198330218723,2.825154240456288e-07
1.205,0.002783298,432.939636,194,0.05334400000003825,0.04217040900504696,-0.003386725114581563,3.270423544553442e-07
1.205,0.002783252,432.94680800000003,195,0.06051600000006374,0.04789421193543837,-0.003032859654021977,3.715665629902619e-07
1.205,0.002782872,433.00592,196,0.11962800000003426,0.053644550043020274,-0.002680601948539965,4.160875590536115e-07
1.205,0.0027830909999999997,432.971832,197,0.08554000000003725,0.059423297840108635,-0.002329951998135526,4.606058160149584e-07
1.205,0.0027832020000000002,432.95455899999996,198,0.06826699999999164,0.06522997748811883,-0.0019809098028086597,5.051233110720105e-07
1.205,0.002783429,432.91925,199,0.032958000000007814,0.07105917943184933,-0.001633475362559367,5.496441437283518e-07
1.205,0.002783313,432.937317,200,0.05102500000003829,0.07690056967707613,-0.0012876486773876475,5.941755877161912e-07
1.205,0.0027831929999999998,432.955963,201,0.06967100000002802,0.0827390650851825,-0.0009434297472935027,6.387303024691663e-07
1.205,0.002783146,432.96328700000004,202,0.07699500000006765,0.08855519967994963,-0.0006008185722769301,6.833890878688793e-07
1.205,0.00278285,433.009338,203,0.12304600000004484,0.09432189877395192,-0.0002598151523379312,7.281252820898308e-07
1.205,0.002782587,433.05026200000003,204,0.163970000000063,0.09999173790146017,7.958051252349448e-05,7.729699646937404e-07
1.205,0.002783126,432.9664,205,0.08010800000005247,0.10546456400499263,0.00041736842230734604,8.179824029989399e-07
1.205,0.002783182,432.957672,206,0.0713800000000333,0.1106397282348576,0.0007535485770136249,8.632488882224556e-07
1.205,0.00278285,433.009338,207,0.12304600000004484,0.11628199203177979,0.0010881209766423299,9.08878809829296e-07
1.205,0.0027825320000000003,433.058838,208,0.1725460000000112,0.12218953538420514,0.001421085621193461,9.549979385405858e-07
1.205,0.002782905,433.000793,209,0.1145010000000184,0.12832392893119088,0.0017524425106670196,1.001741903982929e-06
1.205,0.002782665,433.038147,210,0.15185500000001184,0.13459587572390563,0.002082191645063004,1.0492523215459223e-06
1.205,0.0027828040000000003,433.01651,211,0.1302180000000135,0.14093445909777577,0.002410333024381416,1.0976806253590456e-06
1.205,0.0027826409999999998,433.04187,212,0.15557800000004818,0.14723348691273813,0.002736866648622254,1.1472047517374516e-06
1.205,0.002782643,433.041534,213,0.15524200000004384,0.15342744524118268,0.0030617925177855187,1.1980517393312532e-06
1.205,0.002782552,433.055695,214,0.16940300000004527,0.1595156525674269,0.003385110631871209,1.2504776701776614e-06
1.205,0.0027825109999999997,433.06207300000005,215,0.1757810000000859,0.16553998002824066,0.0037068209908793287,1.3047520442350356e-06
1.205,0.002782753,433.024445,216,0.13815300000004527,0.17154559243043097,0.0040269235948098715,1.3611492201786746e-06
1.205,0.0027828490000000004,433.009521,217,0.12322900000003756,0.1775741049986403,0.004345418443662841,1.4199401180161773e-06
1.205,0.0027826979999999997,433.03299000000004,218,0.14669800000007172,0.18372427394747237,0.00466230553743824,1.4813846271351794e-06
1.205,0.0027829609999999996,432.992096,219,0.10580400000003465,0.19025359174745907,0.004977584876136063,1.5457252448622158e-06
1.205,0.00278284,433.010895,220,0.12460300000003599,0.19756051493292515,0.005291256459756315,1.6131829349148077e-06
1.205,0.00278279,433.01867699999997,221,0.1323849999999993,0.20599351955780565,0.0056033202882989925,1.6839538104566135e-06
